artist,track,week,rank
Artist_22,Song_845,week_37,22
Artist_459,Song_1204,week_12, 52 
Artist_27,Song_1439,week_24,50
Artist_195,Song_1894,week_26,47
Artist_337,Song_1259,week_20,23
Artist_382,Song_855,week_09,96
Artist_236,Song_708,week_23,90
Artist_440,Song_1844,week_39,91
Artist_92,Song_1104,week_29,76
Artist_477,Song_1671,week_31,83
Artist_21,Song_22,week_19,19
Artist_303,Song_1501,week_20,52
Artist_464,Song_843,week_23,34
Artist_357,Song_1464,week_43,96
Artist_443,Song_1761,week_27,29
Artist_84,Song_1594,week_30,61
Artist_262,Song_1117,week_21,85
Artist_147,Song_192,week_44,35
Artist_441,Song_1019,week_35,5
Artist_453,Song_1127,week_49,76
Artist_387,Song_396,week_07,7
Artist_257,Song_1031,week_22,41
Artist_58,Song_640,week_10,2
Artist_380,Song_1019,week_23,89
Artist_422,Song_567,week_15,10
Artist_15,Song_231,week_30,44
Artist_162,Song_874,week_34,70
Artist_445,Song_574,week_13,91
Artist_163,Song_240,week_04,35
Artist_320,Song_90,week_18,62
Artist_497,Song_232,week_23,74
Artist_281,Song_457,week_33,73
Artist_280,Song_233,week_34, 20 
Artist_12,Song_354,week_34,35
Artist_274,Song_1005,week_36,37
Artist_271,Song_1357,week_35,72
Artist_492,Song_439,week_17,54
Artist_208,Song_1399,week_28, 95 
Artist_27,Song_1316,week_14, 80 
Artist_72,Song_345,week_34,28
Artist_60,Song_664,week_48,70
Artist_430,Song_1452,week_11,32
Artist_473,Song_657,week_13,92
Artist_145,Song_130,week_33,11
Artist_93,Song_141,week_02,42
Artist_309,Song_415,week_34,23
Artist_8,Song_1117,week_29,30
Artist_79,Song_626,week_37,9
Artist_27,Song_284,week_04,92
Artist_174,Song_1980,week_12,88
Artist_50,Song_1947,week_26,59
Artist_500,Song_1679,week_28,28
Artist_199,Song_223,week_03,88
Artist_387,Song_744,week_20,79
Artist_349,Song_463,week_10, 33 
Artist_448,Song_1569,week_52,47
Artist_428,Song_1300,week_18,98
Artist_181,Song_1706,week_27,22
Artist_24,Song_1164,week_31,29
Artist_316,Song_357,week_27,34
Artist_378,Song_1737,week_42,42
Artist_387,Song_1047,week_01,52
Artist_404,Song_1992,week_06,47
Artist_46,Song_1760,week_11,74
Artist_15,Song_1904,week_34,51
Artist_153,Song_1294,week_39,45
Artist_222,Song_859,week_20,94
Artist_206,Song_665,week_21,75
Artist_455,Song_1357,week_21,34
Artist_273,Song_1015,week_18,21
Artist_382,Song_85,week_21,13
Artist_236,Song_621,week_19,54
Artist_340,Song_1055,week_04,25
Artist_228,Song_1765,week_13,21
Artist_9,Song_240,week_18,1
Artist_166,Song_1914,week_52,58
Artist_432,Song_363,week_29,69
Artist_444,Song_822,week_25,86
Artist_319,Song_1413,week_13,71
Artist_214,Song_1677,week_27,13
Artist_117,Song_668,week_19,52
Artist_386,Song_1323,week_49,23
Artist_344,Song_1881,week_01,21
Artist_72,Song_1395,week_38,6
Artist_395,Song_99,week_19,20
Artist_64,Song_47,week_52,76
Artist_205,Song_839,week_01,40
Artist_209,Song_422,week_40,9
Artist_72,Song_1504,week_17,50
Artist_277,Song_1603,week_21,28
Artist_274,Song_62,week_22,11
Artist_478,Song_1133,week_15,96
Artist_320,Song_1703,week_50,75
Artist_338,Song_1573,week_39,88
Artist_366,Song_1143,week_48,56
Artist_495,Song_1010,week_39,79
Artist_95,Song_598,week_32,35
Artist_166,Song_1406,week_49,81
Artist_32,Song_392,week_04,25
Artist_11,Song_977,week_44,99
Artist_301,Song_1076,week_45,19
Artist_217,Song_603,week_32,31
Artist_289,Song_1313,week_04,81
Artist_102,Song_337,week_01,50
Artist_425,Song_810,week_33,87
Artist_392,Song_1228,week_07,63
Artist_267,Song_1904,week_09,47
Artist_214,Song_1262,week_01,1
Artist_179,Song_1406,week_16,58
Artist_88,Song_1691,week_18,10
Artist_41,Song_752,week_47,8
Artist_401,Song_1160,week_06,26
Artist_76,Song_1431,week_02,34
Artist_377,Song_1532,week_09,19
Artist_46,Song_1386,week_04,78
Artist_160,Song_1405,week_45,72
Artist_463,Song_881,week_23,1
Artist_80,Song_1600,week_43,48
Artist_310,Song_635,week_45,25
Artist_86,Song_254,week_43,24
Artist_92,Song_1501,week_51,47
Artist_148,Song_1138,week_08,84
Artist_161,Song_20,week_39,94
Artist_202,Song_528,week_25,69
Artist_424,Song_1169,week_16,67
Artist_416,Song_1232,week_35,32
Artist_242,Song_1555,week_17,17
Artist_353,Song_376,week_18,61
Artist_2,Song_1528,week_27,69
Artist_225,Song_1928,week_15,11
Artist_289,Song_166,week_17,38
Artist_233,Song_1574,week_43,68
Artist_461,Song_1205,week_05,19
Artist_414,Song_861,week_16,87
Artist_417,Song_617,week_15,17
Artist_77,Song_612,week_42,13
Artist_116,Song_1626,week_46,91
Artist_154,Song_1951,week_34,1
Artist_406,Song_1836,week_48,2
Artist_103,Song_1468,week_19,82
Artist_194,Song_1356,week_08,100
Artist_166,Song_503,week_47,97
Artist_359,Song_913,week_10,100
Artist_90,Song_79,week_05,66
Artist_174,Song_585,week_52,68
Artist_122,Song_1959,week_48,16
Artist_498,Song_1962,week_26,
Artist_143,Song_688,week_22,57
Artist_482,Song_396,week_44,73
Artist_106,Song_1632,week_23,85
Artist_375,Song_1881,week_13,23
Artist_428,Song_1127,week_09,2
Artist_305,Song_402,week_49,67
Artist_360,Song_975,week_20,87
Artist_459,Song_224,week_28,26
Artist_317,Song_518,week_44,7
Artist_451,Song_634,week_37,100
Artist_123,Song_236,week_24,44
Artist_390,Song_1451,week_44,
Artist_9,Song_116,week_33,64
Artist_262,Song_1187,week_20,36
Artist_73,Song_226,week_48,4
Artist_359,Song_230,week_30,23
Artist_223,Song_182,week_44,
Artist_416,Song_1273,week_09,90
Artist_41,Song_1342,week_45,92
Artist_370,Song_1989,week_49,92
Artist_204,Song_210,week_17,85
Artist_264,Song_1680,week_36,74
Artist_328,Song_1416,week_14,27
Artist_178,Song_1881,week_19,51
Artist_348,Song_96,week_07,79
Artist_318,Song_894,week_03,81
Artist_84,Song_1882,week_33,99
Artist_318,Song_756,week_44,69
Artist_111,Song_1110,week_32,80
Artist_251,Song_415,week_47,23
Artist_383,Song_394,week_11,9
Artist_7,Song_696,week_42,33
Artist_459,Song_1657,week_02,35
Artist_84,Song_844,week_26,50
Artist_208,Song_1525,week_04,24
Artist_388,Song_604,week_17,88
Artist_390,Song_582,week_17,24
Artist_314,Song_1940,week_28,19
Artist_22,Song_133,week_30,39
Artist_410,Song_791,week_40,61
Artist_383,Song_649,week_23,25
Artist_3,Song_1338,week_46,95
Artist_127,Song_1723,week_24,25
Artist_297,Song_221,week_29,27
Artist_188,Song_976,week_04,32
Artist_362,Song_1462,week_38,11
Artist_14,Song_1070,week_29,69
Artist_459,Song_1814,week_19,33
Artist_466,Song_1216,week_27,19
Artist_12,Song_1544,week_29,16
Artist_87,Song_1403,week_36,99
Artist_12,Song_788,week_35,11
Artist_397,Song_691,week_52,75
Artist_25,Song_1358,week_06,74
Artist_301,Song_39,week_23,98
Artist_243,Song_1317,week_39,69
Artist_122,Song_690,week_46,87
Artist_147,Song_162,week_44,55
Artist_55,Song_1355,week_48,25
Artist_238,Song_1910,week_52,93
Artist_356,Song_1128,week_08,77
Artist_173,Song_161,week_02,96
Artist_392,Song_1823,week_13,34
Artist_221,Song_1659,week_40,12
Artist_119,Song_1078,week_21,88
Artist_309,Song_1964,week_31,21
Artist_183,Song_1058,week_52,29
Artist_288,Song_242,week_48,51
Artist_307,Song_967,week_36,23
Artist_300,Song_890,week_48,33
Artist_82,Song_113,week_52,8
Artist_454,Song_1014,week_38,42
Artist_402,Song_318,week_27,77
Artist_211,Song_23,week_36,69
Artist_150,Song_1582,week_48,41
Artist_37,Song_824,week_23,74
Artist_352,Song_1671,week_21,63
Artist_312,Song_1142,week_13, 14 
Artist_361,Song_701,week_37,88
Artist_59,Song_1667,week_47,62
Artist_131,Song_1019,week_26,75
Artist_412,Song_1958,week_40,46
Artist_202,Song_1236,week_07,67
Artist_243,Song_1442,week_46,93
Artist_35,Song_1137,week_39,53
Artist_445,Song_1068,week_22,52
Artist_93,Song_128,week_39,94
Artist_438,Song_876,week_23,
Artist_447,Song_158,week_30,81
Artist_207,Song_1809,week_18,84
Artist_353,Song_827,week_42,54
Artist_391,Song_1418,week_18,11
Artist_332,Song_1891,week_46,25
Artist_305,Song_852,week_10,59
Artist_350,Song_512,week_39,
Artist_213,Song_1938,week_30,66
Artist_159,Song_45,week_26,27
Artist_442,Song_1132,week_07,83
Artist_445,Song_219,week_07,58
Artist_24,Song_443,week_05,93
Artist_404,Song_1854,week_01,11
Artist_293,Song_315,week_46,55
Artist_4,Song_177,week_18,19
Artist_220,Song_228,week_13,92
Artist_364,Song_1727,week_25,39
Artist_382,Song_1696,week_40,85
Artist_20,Song_1930,week_08,90
Artist_444,Song_267,week_10,86
Artist_152,Song_870,week_32,70
Artist_50,Song_838,week_17,11
Artist_177,Song_1403,week_38,14
Artist_435,Song_489,week_15,60
Artist_96,Song_702,week_15,36
Artist_105,Song_687,week_48,41
Artist_420,Song_1314,week_40,2
Artist_250,Song_996,week_51,
Artist_117,Song_357,week_20,60
Artist_354,Song_1681,week_15,20
Artist_228,Song_1768,week_35,22
Artist_66,Song_872,week_06,4
Artist_335,Song_1974,week_30,56
Artist_418,Song_204,week_08, 93 
Artist_420,Song_1237,week_31,58
Artist_262,Song_552,week_48,88
Artist_295,Song_1811,week_47,65
Artist_426,Song_323,week_32,88
Artist_243,Song_594,week_45,58
Artist_371,Song_181,week_52,30
Artist_186,Song_499,week_15,76
Artist_246,Song_1344,week_18,19
Artist_125,Song_83,week_13, 62 
Artist_268,Song_303,week_24,68
Artist_131,Song_262,week_40, 79 
Artist_237,Song_784,week_14,84
Artist_18,Song_1224,week_28,44
Artist_40,Song_1264,week_11,84
Artist_21,Song_914,week_06,61
Artist_399,Song_692,week_25,21
Artist_225,Song_944,week_01,10
Artist_355,Song_683,week_25,30
Artist_282,Song_1319,week_02,24
Artist_8,Song_1536,week_32,48
Artist_100,Song_689,week_13,55
Artist_240,Song_1905,week_33,52
Artist_478,Song_396,week_32,38
Artist_87,Song_1773,week_24,67
Artist_298,Song_1162,week_27,93
Artist_428,Song_839,week_04,8
Artist_14,Song_878,week_24,29
Artist_334,Song_823,week_23,10
Artist_2,Song_1153,week_29,69
Artist_375,Song_49,week_34,75
Artist_293,Song_1700,week_21,68
Artist_325,Song_789,week_30,49
Artist_422,Song_293,week_26,58
Artist_493,Song_1652,week_20,35
Artist_41,Song_536,week_16,50
Artist_318,Song_311,week_03, 40 
Artist_316,Song_537,week_49,12
Artist_381,Song_1927,week_37, 85 
Artist_111,Song_639,week_40,16
Artist_14,Song_234,week_44,78
Artist_231,Song_1233,week_25,85
Artist_473,Song_605,week_23,48
Artist_84,Song_94,week_44,91
Artist_130,Song_327,week_01,
Artist_231,Song_225,week_33,1
Artist_326,Song_967,week_15,65
Artist_145,Song_890,week_17,
Artist_379,Song_1816,week_34,15
Artist_345,Song_11,week_17,84
Artist_28,Song_1353,week_52,67
Artist_66,Song_1036,week_41,14
Artist_163,Song_35,week_44,73
Artist_229,Song_447,week_04,19
Artist_261,Song_1476,week_13,
Artist_449,Song_1764,week_04, 98 
Artist_424,Song_1244,week_07,4
Artist_460,Song_441,week_46,33
Artist_440,Song_653,week_09, 43 
Artist_164,Song_1559,week_23,37
Artist_301,Song_595,week_33,66
Artist_407,Song_229,week_33,27
Artist_303,Song_1959,week_20,45
Artist_287,Song_344,week_04,81
Artist_395,Song_1104,week_01,50
Artist_10,Song_1377,week_42,
Artist_195,Song_1420,week_34,63
Artist_118,Song_1314,week_27,6
Artist_270,Song_1479,week_21,95
Artist_80,Song_1867,week_24,67
Artist_458,Song_1695,week_15,
Artist_93,Song_989,week_35,97
Artist_266,Song_1152,week_25,59
Artist_332,Song_1726,week_09,13
Artist_350,Song_909,week_17,21
Artist_361,Song_1567,week_21,64
Artist_257,Song_1922,week_13,
Artist_133,Song_1383,week_03,80
Artist_276,Song_527,week_04,85
Artist_264,Song_1337,week_04,48
Artist_171,Song_75,week_43,56
Artist_460,Song_1570,week_28,44
Artist_1,Song_1895,week_07,13
Artist_313,Song_196,week_26,4
Artist_64,Song_1867,week_11,95
Artist_374,Song_29,week_24,73
Artist_468,Song_706,week_43,33
Artist_284,Song_1021,week_10,37
Artist_121,Song_16,week_37,53
Artist_107,Song_1447,week_13,24
Artist_421,Song_1613,week_44,89
Artist_175,Song_805,week_42,51
Artist_485,Song_1617,week_39,41
Artist_204,Song_1429,week_19,29
Artist_165,Song_940,week_51,59
Artist_305,Song_1660,week_19,40
Artist_497,Song_1555,week_12,51
Artist_120,Song_967,week_52,50
Artist_44,Song_1638,week_22,36
Artist_312,Song_1928,week_47,79
Artist_156,Song_1101,week_37,60
Artist_367,Song_229,week_30,18
Artist_207,Song_962,week_46,20
Artist_390,Song_1321,week_12,5
Artist_108,Song_1534,week_29,18
Artist_251,Song_715,week_21,40
Artist_445,Song_984,week_11,1
Artist_404,Song_1990,week_37,19
Artist_370,Song_573,week_48,87
Artist_334,Song_1562,week_18,26
Artist_130,Song_1607,week_44,29
Artist_457,Song_615,week_27,59
Artist_293,Song_326,week_37,63
Artist_20,Song_1387,week_48,98
Artist_282,Song_1693,week_12,83
Artist_285,Song_875,week_23,62
Artist_1,Song_359,week_34,48
Artist_119,Song_1730,week_38,62
Artist_35,Song_1811,week_23,18
Artist_198,Song_324,week_25,66
Artist_485,Song_1722,week_04,27
Artist_245,Song_1350,week_30,6
Artist_59,Song_1649,week_30,70
Artist_325,Song_1849,week_13,
Artist_161,Song_165,week_42,6
Artist_497,Song_1597,week_49,31
Artist_179,Song_1628,week_14, 94 
Artist_206,Song_798,week_47,56
Artist_12,Song_455,week_08,54
Artist_490,Song_1993,week_24,85
Artist_276,Song_1177,week_18,41
Artist_181,Song_1761,week_35,18
Artist_242,Song_1151,week_25,87
Artist_216,Song_193,week_17,23
Artist_251,Song_627,week_32,92
Artist_299,Song_1798,week_24,36
Artist_126,Song_530,week_07,25
Artist_482,Song_1034,week_13,7
Artist_217,Song_92,week_27,82
Artist_306,Song_139,week_48,20
Artist_285,Song_481,week_05,5
Artist_185,Song_449,week_36,18
Artist_39,Song_1357,week_26,33
Artist_223,Song_869,week_42,79
Artist_184,Song_340,week_45,35
Artist_495,Song_1985,week_31,65
Artist_427,Song_1076,week_10,63
Artist_178,Song_1731,week_46,85
Artist_407,Song_466,week_26,72
Artist_428,Song_718,week_22,71
Artist_294,Song_799,week_12,41
Artist_340,Song_475,week_32,50
Artist_151,Song_401,week_27,30
Artist_384,Song_1463,week_33,38
Artist_126,Song_1902,week_52,35
Artist_301,Song_605,week_20,66
Artist_308,Song_932,week_39,46
Artist_336,Song_997,week_41,8
Artist_434,Song_922,week_40,68
Artist_234,Song_821,week_13,37
Artist_380,Song_657,week_14,85
Artist_375,Song_598,week_44,13
Artist_8,Song_1533,week_40, 73 
Artist_498,Song_1177,week_22,45
Artist_341,Song_514,week_18,29
Artist_129,Song_1527,week_48,41
Artist_264,Song_1878,week_29,56
Artist_157,Song_1925,week_43,88
Artist_352,Song_1796,week_16,16
Artist_358,Song_1700,week_46,12
Artist_5,Song_1030,week_35,66
Artist_495,Song_500,week_34,62
Artist_86,Song_1685,week_03,19
Artist_175,Song_717,week_04,30
Artist_290,Song_1142,week_05,16
Artist_193,Song_1509,week_10,88
Artist_311,Song_601,week_52,13
Artist_119,Song_666,week_29,69
Artist_218,Song_1975,week_32,23
Artist_427,Song_1703,week_31,
Artist_458,Song_468,week_02,
Artist_414,Song_161,week_12,53
Artist_114,Song_270,week_27,17
Artist_466,Song_1080,week_05,49
Artist_145,Song_228,week_37,49
Artist_26,Song_849,week_27,67
Artist_136,Song_149,week_23,26
Artist_303,Song_1070,week_33,13
Artist_232,Song_1168,week_04,38
Artist_369,Song_1774,week_21,22
Artist_76,Song_1808,week_24,85
Artist_475,Song_632,week_44,29
Artist_328,Song_1364,week_31,45
Artist_345,Song_413,week_44,46
Artist_302,Song_1756,week_48,39
Artist_452,Song_520,week_24,69
Artist_289,Song_1368,week_49,78
Artist_1,Song_387,week_10,82
Artist_147,Song_1497,week_49,68
Artist_287,Song_275,week_49,97
Artist_464,Song_353,week_50,39
Artist_142,Song_1090,week_02,20
Artist_53,Song_1103,week_31,77
Artist_304,Song_598,week_25,100
Artist_69,Song_1660,week_04,68
Artist_361,Song_1226,week_51,35
Artist_90,Song_1686,week_11,8
Artist_446,Song_558,week_17,52
Artist_220,Song_113,week_44,40
Artist_450,Song_1115,week_02,36
Artist_498,Song_141,week_06,6
Artist_192,Song_1313,week_09,86
Artist_454,Song_1925,week_05,70
Artist_63,Song_730,week_20,100
Artist_73,Song_589,week_29,73
Artist_161,Song_411,week_21,16
Artist_169,Song_377,week_09,46
Artist_89,Song_1408,week_28,59
Artist_176,Song_1870,week_08,38
Artist_269,Song_1176,week_31,97
Artist_73,Song_1859,week_20,18
Artist_245,Song_751,week_27,12
Artist_77,Song_627,week_08,54
Artist_159,Song_1343,week_21,91
Artist_489,Song_1393,week_28,47
Artist_459,Song_1630,week_23,1
Artist_324,Song_995,week_06,15
Artist_98,Song_1584,week_03,91
Artist_381,Song_703,week_05,80
Artist_102,Song_462,week_09,21
Artist_494,Song_12,week_07,1
Artist_132,Song_1180,week_04,93
Artist_102,Song_1708,week_39,67
Artist_19,Song_477,week_05,12
Artist_454,Song_939,week_11,28
Artist_482,Song_401,week_15,39
Artist_82,Song_808,week_34,37
Artist_397,Song_177,week_13,95
Artist_489,Song_1365,week_48,60
Artist_279,Song_57,week_07,31
Artist_339,Song_1879,week_40,58
Artist_365,Song_1876,week_06,97
Artist_331,Song_448,week_39,97
Artist_129,Song_203,week_50,11
Artist_344,Song_1721,week_30,29
Artist_310,Song_1657,week_22,89
Artist_455,Song_738,week_25,13
Artist_89,Song_202,week_28,51
Artist_213,Song_1354,week_20,54
Artist_143,Song_363,week_39,19
Artist_65,Song_892,week_03,58
Artist_76,Song_454,week_05,36
Artist_199,Song_356,week_01,28
Artist_143,Song_216,week_15,68
Artist_405,Song_972,week_26,3
Artist_403,Song_555,week_03,89
Artist_316,Song_887,week_40,41
Artist_93,Song_23,week_41,35
Artist_473,Song_155,week_47,93
Artist_417,Song_1210,week_42,93
Artist_305,Song_249,week_34,76
Artist_224,Song_749,week_52,99
Artist_497,Song_805,week_05,84
Artist_291,Song_134,week_31,81
Artist_428,Song_321,week_51,
Artist_102,Song_390,week_13,50
Artist_474,Song_434,week_43,100
Artist_267,Song_1046,week_01,74
Artist_355,Song_873,week_22,82
Artist_456,Song_1624,week_15,30
Artist_110,Song_1689,week_26,72
Artist_462,Song_1149,week_18,77
Artist_330,Song_1103,week_48,95
Artist_450,Song_858,week_09,
Artist_430,Song_1992,week_01,54
Artist_265,Song_51,week_43,71
Artist_3,Song_1752,week_09,85
Artist_85,Song_176,week_23,51
Artist_282,Song_870,week_43,28
Artist_328,Song_253,week_45,64
Artist_304,Song_966,week_02,85
Artist_450,Song_1270,week_14,21
Artist_454,Song_739,week_38,88
Artist_412,Song_1130,week_40,27
Artist_117,Song_1217,week_18,27
Artist_221,Song_1340,week_16,77
Artist_154,Song_302,week_29,50
Artist_153,Song_548,week_44,29
Artist_12,Song_1978,week_11,39
Artist_133,Song_716,week_06,57
Artist_482,Song_1958,week_03, 92 
Artist_304,Song_779,week_14,37
Artist_293,Song_268,week_02,93
Artist_463,Song_1194,week_32,64
Artist_300,Song_1010,week_31,48
Artist_228,Song_551,week_11,22
Artist_271,Song_1479,week_22,100
Artist_43,Song_1675,week_03,30
Artist_432,Song_1316,week_50,28
Artist_343,Song_1588,week_31,23
Artist_326,Song_1823,week_33,97
Artist_302,Song_1825,week_24,4
Artist_498,Song_1165,week_01,3
Artist_364,Song_1170,week_44,61
Artist_379,Song_1449,week_15,96
Artist_427,Song_314,week_37,4
Artist_493,Song_184,week_27,65
Artist_21,Song_1688,week_38,12
Artist_407,Song_713,week_48,13
Artist_107,Song_128,week_27,34
Artist_336,Song_1311,week_44,59
Artist_303,Song_1847,week_12,93
Artist_117,Song_1277,week_03,73
Artist_124,Song_1802,week_30,31
Artist_399,Song_700,week_32,71
Artist_281,Song_386,week_23,13
Artist_292,Song_1254,week_02,54
Artist_203,Song_271,week_07,2
Artist_51,Song_1795,week_34,33
Artist_271,Song_811,week_32,50
Artist_324,Song_415,week_39,7
Artist_277,Song_198,week_32,18
Artist_141,Song_1347,week_43,51
Artist_470,Song_1080,week_43, 8 
Artist_275,Song_831,week_14,55
Artist_290,Song_1227,week_03,76
Artist_334,Song_1807,week_46,43
Artist_381,Song_1645,week_32,59
Artist_452,Song_628,week_43,30
Artist_496,Song_604,week_36,59
Artist_373,Song_1162,week_17,9
Artist_52,Song_1446,week_48,92
Artist_494,Song_1839,week_03,68
Artist_27,Song_1081,week_10,39
Artist_157,Song_1586,week_47,81
Artist_239,Song_1010,week_40,11
Artist_156,Song_71,week_18,2
Artist_291,Song_911,week_03,23
Artist_136,Song_1938,week_39,63
Artist_144,Song_594,week_10,
Artist_106,Song_1396,week_52,61
Artist_420,Song_1641,week_09,26
Artist_158,Song_600,week_46,12
Artist_146,Song_514,week_46,32
Artist_2,Song_1896,week_11,9
Artist_433,Song_84,week_33,69
Artist_77,Song_994,week_36,90
Artist_132,Song_1067,week_26,71
Artist_90,Song_1690,week_27,93
Artist_345,Song_839,week_38,33
Artist_350,Song_1958,week_22,24
Artist_459,Song_606,week_26,89
Artist_263,Song_810,week_22,95
Artist_351,Song_133,week_05,93
Artist_108,Song_1419,week_35,69
Artist_74,Song_1089,week_02,38
Artist_39,Song_290,week_35,11
Artist_397,Song_376,week_09,32
Artist_159,Song_769,week_51,64
Artist_71,Song_467,week_51,72
Artist_447,Song_1922,week_49,20
Artist_312,Song_1237,week_18,34
Artist_241,Song_1172,week_43,42
Artist_426,Song_1597,week_12,8
Artist_445,Song_471,week_03,66
Artist_298,Song_149,week_18,21
Artist_440,Song_88,week_38,79
Artist_36,Song_1348,week_07,70
Artist_84,Song_1919,week_33,5
Artist_452,Song_396,week_06,
Artist_374,Song_790,week_18,43
Artist_263,Song_1428,week_45,16
Artist_310,Song_1106,week_22,99
Artist_385,Song_1665,week_51,73
Artist_172,Song_1310,week_39,35
Artist_376,Song_1406,week_51,83
Artist_173,Song_865,week_09,43
Artist_362,Song_1816,week_35,98
Artist_47,Song_1294,week_23,39
Artist_379,Song_1316,week_12,10
Artist_141,Song_1477,week_52,74
Artist_375,Song_1739,week_24,20
Artist_406,Song_24,week_50,1
Artist_118,Song_956,week_40,6
Artist_277,Song_1887,week_09,53
Artist_214,Song_311,week_13,46
Artist_220,Song_1485,week_40,66
Artist_393,Song_1232,week_42,38
Artist_26,Song_1816,week_17,33
Artist_9,Song_1741,week_07,67
Artist_271,Song_664,week_17,100
Artist_10,Song_438,week_50,77
Artist_472,Song_1562,week_24, 35 
Artist_378,Song_706,week_02,79
Artist_121,Song_1360,week_35,45
Artist_125,Song_422,week_28,22
Artist_170,Song_1774,week_19,68
Artist_72,Song_321,week_33,17
Artist_152,Song_1521,week_21,5
Artist_208,Song_587,week_10,85
Artist_49,Song_947,week_46,57
Artist_154,Song_1187,week_45,88
Artist_347,Song_1835,week_09,95
Artist_293,Song_1565,week_38,40
Artist_68,Song_1189,week_06,30
Artist_50,Song_849,week_51,42
Artist_152,Song_1722,week_42,7
Artist_19,Song_1590,week_35,71
Artist_100,Song_1319,week_18,91
Artist_60,Song_42,week_19,88
Artist_167,Song_1948,week_05,19
Artist_202,Song_1309,week_25,41
Artist_345,Song_939,week_11,34
Artist_146,Song_387,week_10,22
Artist_403,Song_1162,week_17,52
Artist_164,Song_1211,week_36,91
Artist_458,Song_910,week_26,6
Artist_481,Song_716,week_31,74
Artist_439,Song_431,week_32,95
Artist_242,Song_554,week_21,25
Artist_69,Song_1886,week_18,66
Artist_175,Song_1440,week_18,10
Artist_49,Song_800,week_01,74
Artist_483,Song_426,week_14,26
Artist_108,Song_1440,week_08,5
Artist_226,Song_26,week_02,86
Artist_161,Song_1395,week_51,68
Artist_119,Song_385,week_15,98
Artist_149,Song_56,week_34,
Artist_465,Song_1277,week_36,50
Artist_150,Song_634,week_01,17
Artist_432,Song_106,week_51,11
Artist_293,Song_1154,week_21,53
Artist_143,Song_849,week_42,50
Artist_419,Song_670,week_01,8
Artist_476,Song_376,week_32,92
Artist_455,Song_743,week_20,97
Artist_160,Song_967,week_47,62
Artist_11,Song_308,week_36,89
Artist_138,Song_91,week_39,85
Artist_457,Song_1417,week_30,76
Artist_78,Song_1558,week_07,90
Artist_77,Song_802,week_22,29
Artist_441,Song_110,week_50,99
Artist_254,Song_1585,week_45,44
Artist_409,Song_1665,week_10,45
Artist_258,Song_585,week_08,29
Artist_320,Song_340,week_27,88
Artist_291,Song_1589,week_10,59
Artist_263,Song_979,week_14,
Artist_85,Song_356,week_46,70
Artist_146,Song_1916,week_52,96
Artist_323,Song_168,week_11,44
Artist_42,Song_557,week_06,98
Artist_374,Song_1476,week_21, 36 
Artist_125,Song_905,week_33,84
Artist_167,Song_105,week_19,57
Artist_425,Song_150,week_39,64
Artist_241,Song_146,week_24,76
Artist_459,Song_716,week_18,99
Artist_487,Song_874,week_35,
Artist_280,Song_299,week_52,17
Artist_188,Song_1191,week_43,27
Artist_302,Song_1737,week_37,17
Artist_19,Song_646,week_19,63
Artist_68,Song_723,week_24,11
Artist_218,Song_1072,week_34,64
Artist_102,Song_638,week_22,39
Artist_42,Song_239,week_04, 2 
Artist_288,Song_1031,week_10,
Artist_167,Song_464,week_02,54
Artist_109,Song_453,week_08,29
Artist_494,Song_784,week_33,45
Artist_36,Song_897,week_38,88
Artist_232,Song_371,week_43,88
Artist_229,Song_1573,week_28,80
Artist_353,Song_487,week_10,31
Artist_164,Song_1235,week_45,49
Artist_387,Song_165,week_01,9
Artist_73,Song_1149,week_34,
Artist_136,Song_1361,week_03,56
Artist_353,Song_192,week_09,78
Artist_379,Song_730,week_05, 45 
Artist_70,Song_214,week_42,89
Artist_425,Song_574,week_10,43
Artist_487,Song_1352,week_12,22
Artist_196,Song_957,week_18,99
Artist_269,Song_381,week_21,33
Artist_49,Song_673,week_21,27
Artist_316,Song_1602,week_01,40
Artist_130,Song_798,week_03,26
Artist_444,Song_239,week_05,83
Artist_5,Song_1556,week_25,45
Artist_428,Song_700,week_49,45
Artist_27,Song_1106,week_08,26
Artist_160,Song_1387,week_17,70
Artist_149,Song_505,week_09,67
Artist_264,Song_202,week_32,6
Artist_230,Song_920,week_06,28
Artist_200,Song_1528,week_49,67
Artist_50,Song_1668,week_40,13
Artist_67,Song_37,week_21,63
Artist_300,Song_644,week_07,13
Artist_381,Song_1613,week_07,77
Artist_58,Song_1625,week_47,1
Artist_259,Song_1997,week_39,40
Artist_342,Song_1426,week_27,37
Artist_326,Song_765,week_08,31
Artist_130,Song_1880,week_09,17
Artist_215,Song_706,week_28,9
Artist_172,Song_1200,week_15,64
Artist_258,Song_545,week_02,57
Artist_102,Song_1594,week_07,13
Artist_209,Song_1491,week_47,37
Artist_291,Song_1225,week_18,14
Artist_354,Song_540,week_22,75
Artist_471,Song_1571,week_50,25
Artist_286,Song_1017,week_10,95
Artist_116,Song_1661,week_50,78
Artist_264,Song_394,week_33,57
Artist_150,Song_833,week_07,71
Artist_300,Song_1066,week_03,88
Artist_442,Song_597,week_14,100
Artist_36,Song_393,week_44,42
Artist_453,Song_700,week_46,42
Artist_333,Song_1647,week_36, 47 
Artist_477,Song_1807,week_13,44
Artist_287,Song_441,week_16,41
Artist_303,Song_1861,week_16,3
Artist_311,Song_1641,week_05,90
